"","lon","lat","year","sif_mean","prec_tot"
"1",-73.5,-8,2022,0.258765765598842,784.8
"2",-73.5,-7.5,2022,0.376337404120458,947.15
"3",-73.5,-7,2022,0.359881541872985,1267.17
"4",-73,-8.5,2022,0.366942938937936,966.45
"5",-73,-8,2022,0.304832828672309,1004.15
"6",-73,-7.5,2022,0.292234038181361,1278.6
"7",-73,-7,2022,0.330987953370617,1629.11
"8",-73,-6.5,2022,0.312631423246927,2005.87
"9",-73,-6,2022,0.305457218660536,2318.57
"10",-72.5,-9,2022,0.342379723178725,1106.99
"11",-72.5,-8.5,2022,0.336209604295634,960.07
"12",-72.5,-8,2022,0.303843413401807,992.81
"13",-72.5,-7.5,2022,0.292944881707621,1246.79
"14",-72.5,-7,2022,0.265153731422863,1610.13
"15",-72.5,-6.5,2022,0.312071428231314,2038.21
"16",-72.5,-6,2022,0.214690710368909,2343.88
"17",-72.5,-5,2022,0.320063683593157,2530.1
"18",-72,-10,2022,0.290162092475352,1565.9
"19",-72,-9.5,2022,0.295748790876765,1470.17
"20",-72,-9,2022,0.300656748133779,1384.52
"21",-72,-8.5,2022,0.301823824644089,1200.21
"22",-72,-7,2022,0.359974912234715,1962.19
"23",-72,-6.5,2022,0.341943334278307,2230.19
"24",-72,-6,2022,0.33170654367192,2416.55
"25",-72,-5.5,2022,0.334543219746997,2539.5
"26",-72,-5,2022,0.339975978813919,2623.15
"27",-71.5,-9.5,2022,0.482722459016023,1716.06
"28",-71.5,-9,2022,0.440004169239717,1696.05
"29",-71.5,-8.5,2022,0.384613612341502,1600.88
"30",-71.5,-8,2022,0.381029960271474,1614.09
"31",-71.5,-7.5,2022,0.333249759674072,1944.73
"32",-71.5,-7,2022,0.334148479571806,2249.42
"33",-71.5,-6.5,2022,0.307631457049544,2405.84
"34",-71.5,-6,2022,0.302587908170344,2536.33
"35",-71.5,-5.5,2022,0.308969023288825,2662.56
"36",-71.5,-5,2022,0.304991636520777,2749.97
"37",-71.5,-4.5,2022,0.319555448738125,2794.53
"38",-71,-9.5,2022,0.307181853514451,1716.06
"39",-71,-9,2022,0.293316544370448,1696.05
"40",-71,-8.5,2022,0.302062322533196,1600.88
"41",-71,-8,2022,0.334696113199427,1614.09
"42",-71,-7.5,2022,0.311049231776485,1944.73
"43",-71,-7,2022,0.315422593957127,2249.42
"44",-71,-6.5,2022,0.304344429160064,2405.84
"45",-71,-6,2022,0.243105539461462,2536.33
"46",-71,-5.5,2022,0.182160377502441,2662.56
"47",-71,-5,2022,0.31153950221102,2749.97
"48",-71,-4.5,2022,0.286737808328591,2794.53
"49",-70.5,-10.5,2022,0.30135508135584,1487.23
"50",-70.5,-10,2022,0.337121333445873,1602.9
"51",-70.5,-9.5,2022,0.333627267861466,1722.1
"52",-70.5,-9,2022,0.281413392587142,1796.97
"53",-70.5,-8.5,2022,0.242904886286309,1806.4
"54",-70.5,-8,2022,0.164492607116699,1839.6
"55",-70.5,-7,2022,0.320374583470002,2315.59
"56",-70.5,-6.5,2022,0.311802351113522,2562.28
"57",-70.5,-6,2022,0.352910013993581,2648.04
"58",-70.5,-5.5,2022,0.300739761441946,2700.09
"59",-70.5,-5,2022,0.355068356537622,2699.1
"60",-70.5,-4.5,2022,0.388586403667063,2685.95
"61",-70,-10.5,2022,0.302044868469238,1437.74
"62",-70,-9.5,2022,0.388363737809031,1617.44
"63",-70,-9,2022,0.392534044862703,1697.47
"64",-70,-8.5,2022,0.368801590991996,1770.29
"65",-70,-8,2022,0.38803160424326,1899.83
"66",-70,-7.5,2022,0.33542846644529,2107.78
"67",-70,-7,2022,0.308760336590158,2368.39
"68",-70,-6.5,2022,0.288433312798004,2562.18
"69",-70,-6,2022,0.311813506373653,2654.11
"70",-70,-5.5,2022,0.303068397477356,2721.94
"71",-70,-5,2022,0.342157532600572,2743.05
"72",-70,-4.5,2022,0.336435095223681,2746.17
"73",-70,0,2022,0.281804077497875,3114.24
"74",-70,0.5,2022,0.306971949200298,3001.64
"75",-69.5,-10.5,2022,0.365143946943612,1271.04
"76",-69.5,-10,2022,0.378105207365386,1279.56
"77",-69.5,-9.5,2022,0.286849987359694,1322.67
"78",-69.5,-9,2022,0.287672984333465,1412.51
"79",-69.5,-8.5,2022,0.343803134354405,1559.15
"80",-69.5,-8,2022,0.351381810506185,1786.93
"81",-69.5,-7.5,2022,0.337817517602832,2096.8
"82",-69.5,-7,2022,0.318995874319504,2366.52
"83",-69.5,-6.5,2022,0.336279076470269,2516.59
"84",-69.5,-6,2022,0.259442732069227,2602.77
"85",-69.5,-4.5,2022,0.313375355767422,2633.58
"86",-69.5,-4,2022,0.335701009501582,2347.76
"87",-69.5,-3.5,2022,0.327452615455345,2122.05
"88",-69.5,-3,2022,0.323218197556016,2200.3
"89",-69.5,-2.5,2022,0.305183041302455,2580.27
"90",-69.5,-2,2022,0.325437297505781,3029.68
"91",-69.5,-0.5,2022,0.278305164570247,3160.63
"92",-69.5,0,2022,0.302138814705938,3027.52
"93",-69.5,0.5,2022,0.317721639049652,2932.55
"94",-69,-11,2022,0.237938504038807,1182.63
"95",-69,-10.5,2022,0.292297194874476,1082.29
"96",-69,-10,2022,0.317355633650538,1158.66
"97",-69,-9.5,2022,0.343918433917567,1236.09
"98",-69,-9,2022,0.420884291330973,1258.33
"99",-69,-8.5,2022,0.230692820115523,1357.55
"100",-69,-7,2022,0.347668680651435,2304.96
"101",-69,-6.5,2022,0.309438103123715,2433.92
"102",-69,-6,2022,0.293868902252942,2533.4
"103",-69,-5.5,2022,0.285679199326206,2711.62
"104",-69,-5,2022,0.32737366492007,2856.05
"105",-69,-4.5,2022,0.261604056300887,2777.03
"106",-69,-4,2022,0.286237505030505,2689.95
"107",-69,-3.5,2022,0.325179995912494,2626.78
"108",-69,-3,2022,0.273511489858152,2652.65
"109",-69,-2.5,2022,0.279792621177124,2786.88
"110",-69,-2,2022,0.270516715498052,3012.43
"111",-69,-1.5,2022,0.268481723332809,3167.94
"112",-69,-1,2022,0.255439011946968,3156.16
"113",-69,0,2022,0.236051669487586,2961.33
"114",-69,0.5,2022,0.180372121041281,2923.7
