"","sif_mean","prec_tot","c.NA...0.0113512463867664..NA...0.00390939647331834..0.0175526719540358..","lon","lat","optional"
"1",0.301397959391276,1651.4,NA,-73.5,-8,TRUE
"2",0.380459470748901,1775.27,-0.0113512463867664,-73.5,-7.5,TRUE
"3",0.380077643715656,1854.27,NA,-73.5,-7,TRUE
"4",0.415577961848332,1383.09,-0.00390939647331834,-73,-8.5,TRUE
"5",0.330018207944673,1575.68,0.0175526719540358,-73,-8,TRUE
"6",0.273450185541521,1798.76,0.00300197745673358,-73,-7.5,TRUE
"7",0.313287111239671,1904.52,-0.00234806956723332,-73,-7,TRUE
"8",0.310794623333033,1978.45,NA,-73,-6.5,TRUE
"9",0.306004681762928,2184.15,NA,-73,-6,TRUE
"10",0.319398925169787,1339.28,0.00519629893824458,-72.5,-9,TRUE
"11",0.333237440344695,1378.12,NA,-72.5,-8.5,TRUE
"12",0.308459569955619,1583.03,NA,-72.5,-8,TRUE
"13",0.287272051156285,1821.05,NA,-72.5,-7.5,TRUE
"14",0.269489470772121,1918.31,NA,-72.5,-7,TRUE
"15",0.251502582005092,1993.4,NA,-72.5,-6.5,TRUE
"16",0.288146495819092,2552.19,NA,-72.5,-5.5,TRUE
"17",0.359219227940583,2918.48,NA,-72.5,-5,TRUE
"18",0.296434945207301,1311.84,NA,-72,-10,TRUE
"19",0.261616428693136,1344.51,NA,-72,-9.5,TRUE
"20",0.237332820892334,1389.99,-0.0487420968711376,-72,-9,TRUE
"21",0.299403190612793,1584.03,NA,-72,-8,TRUE
"22",0.294806186969464,1751.04,NA,-72,-7.5,TRUE
"23",0.362677213880751,1855.89,NA,-72,-7,TRUE
"24",0.333203526991832,1972.31,NA,-72,-6.5,TRUE
"25",0.329515756879534,2165.94,NA,-72,-6,TRUE
"26",0.315523340421564,2457.55,-0.663871824741364,-72,-5.5,TRUE
"27",0.321714253101534,2737.71,NA,-72,-5,TRUE
"28",0.409670352935791,1375.44,NA,-71.5,-10,TRUE
"29",0.363301345280239,1439.31,NA,-71.5,-9.5,TRUE
"30",0.376865456743938,1548.53,NA,-71.5,-9,TRUE
"31",0.312158017788293,1672.27,NA,-71.5,-8.5,TRUE
"32",0.341555992762248,1774.57,-0.0755450427532196,-71.5,-8,TRUE
"33",0.358853614008105,1910.6,NA,-71.5,-7.5,TRUE
"34",0.302751140462028,2100.95,-0.118079409003258,-71.5,-7,TRUE
"35",0.316624444964035,2320.84,NA,-71.5,-6.5,TRUE
"36",0.315189610799154,2468.83,NA,-71.5,-6,TRUE
"37",0.305405817221646,2540.18,NA,-71.5,-5.5,TRUE
"38",0.300348330300952,2600.31,NA,-71.5,-5,TRUE
"39",0.304222636752658,2685.91,NA,-71.5,-4.5,TRUE
"40",0.345079918180844,1439.31,NA,-71,-9.5,TRUE
"41",0.316332278865399,1548.53,-0.52495014667511,-71,-9,TRUE
"42",0.316613285254079,1672.27,NA,-71,-8.5,TRUE
"43",0.306703749755658,1774.57,NA,-71,-8,TRUE
"44",0.313108222559094,1910.6,NA,-71,-7.5,TRUE
"45",0.269798410001886,2100.95,NA,-71,-7,TRUE
"46",0.237847884496053,2320.84,NA,-71,-6.5,TRUE
"47",0.439219580756293,2540.18,NA,-71,-5.5,TRUE
"48",0.464053916931152,2600.31,NA,-71,-5,TRUE
"49",0.216557162148612,2685.91,NA,-71,-4.5,TRUE
"50",0.349141345058915,1476.06,NA,-70.5,-10.5,TRUE
"51",0.338268432861719,1407.54,NA,-70.5,-10,TRUE
"52",0.286246910901137,1433.04,-0.138287946581841,-70.5,-9.5,TRUE
"53",0.240991561643539,1545.24,NA,-70.5,-9,TRUE
"54",0.372918265206473,1943.37,NA,-70.5,-8,TRUE
"55",0.291346232096354,2107.84,NA,-70.5,-7.5,TRUE
"56",0.358188743021951,2636.23,NA,-70.5,-6,TRUE
"57",0.331338691711426,2570.82,-0.129844442009926,-70.5,-5.5,TRUE
"58",0.342417230208715,2545.98,NA,-70.5,-5,TRUE
"59",0.332949128517738,2592.29,NA,-70.5,-4.5,TRUE
"60",0.50358829498291,1503.44,-0.010653804987669,-70,-10.5,TRUE
"61",0.566679318745931,1450.04,NA,-70,-10,TRUE
"62",0.303286003343987,1453.73,NA,-70,-9.5,TRUE
"63",0.461806008310029,1546.82,-0.316950678825378,-70,-9,TRUE
"64",0.424120267232259,1731.34,NA,-70,-8.5,TRUE
"65",0.412430390067722,1955.68,NA,-70,-8,TRUE
"66",0.320416540258071,2220.85,-0.0521721243858337,-70,-7.5,TRUE
"67",0.346479149673516,2502.32,NA,-70,-7,TRUE
"68",0.31617792517738,2654.58,-7.26645230315626e-05,-70,-6.5,TRUE
"69",0.306140273364622,2648.47,NA,-70,-6,TRUE
"70",0.297323220441131,2585.47,NA,-70,-5.5,TRUE
"71",0.297210707514096,2562.01,NA,-70,-5,TRUE
"72",0.301402029783829,2615.57,NA,-70,-4.5,TRUE
"73",0.310277019535099,2439.64,NA,-70,0,TRUE
"74",0.311205979837364,2398.92,NA,-70,0.5,TRUE
"75",0.420713715804251,1595.29,0.120428539812565,-69.5,-10.5,TRUE
"76",0.361778918732988,1553.3,NA,-69.5,-10,TRUE
"77",0.351969418016452,1538.4,0.0530013665556908,-69.5,-9.5,TRUE
"78",0.357847706322531,1562.34,NA,-69.5,-9,TRUE
"79",0.341647196230681,1667.22,NA,-69.5,-8.5,TRUE
"80",0.348167358409791,1901.74,NA,-69.5,-8,TRUE
"81",0.339494480997375,2236.88,NA,-69.5,-7.5,TRUE
"82",0.280208901355141,2530.31,NA,-69.5,-7,TRUE
"83",0.300555886162652,2659.65,NA,-69.5,-6.5,TRUE
"84",0.205587863922119,2639.86,NA,-69.5,-6,TRUE
"85",0.366376101970673,2537.04,NA,-69.5,-5.5,TRUE
"86",0.34969001886796,2464.82,NA,-69.5,-5,TRUE
"87",0.302503855882493,2484.49,-0.104126304388046,-69.5,-4.5,TRUE
"88",0.30600234918427,2517.77,0.0114465560764074,-69.5,-4,TRUE
"89",0.31499202296419,2524.18,NA,-69.5,-3.5,TRUE
"90",0.324903728343822,2521.84,NA,-69.5,-3,TRUE
"91",0.284247145723941,2531.93,NA,-69.5,-2.5,TRUE
