"","sif_mean","prec_tot","c.NA...0.0744688138365746..NA..0.0175486113876104...0.138637855648994..","lon","lat","optional"
"353",0.312633496743661,1952.89,-0.0765915587544441,-63.5,-10,TRUE
"354",0.299861798759635,1776.51,-0.217643812298775,-63.5,-9.5,TRUE
"355",0.306689252558443,1528.13,NA,-63.5,-9,TRUE
"356",0.291982650756836,1534.48,-0.260257571935654,-63.5,-8.5,TRUE
"357",0.321957307112844,1798.75,NA,-63.5,-8,TRUE
"358",0.301269892461314,2068.33,NA,-63.5,-7.5,TRUE
"359",0.305699009332598,2138.12,NA,-63.5,-7,TRUE
"360",0.306054293514148,2100.34,NA,-63.5,-6.5,TRUE
"361",0.300647415717443,2175.39,NA,-63.5,-6,TRUE
"362",0.306414992262275,2373.78,NA,-63.5,-5.5,TRUE
"363",0.277312994003296,2466.11,NA,-63.5,-5,TRUE
"364",0.287068684895833,2422.65,NA,-63.5,-4.5,TRUE
"365",0.320830821990967,2346.18,NA,-63.5,-4,TRUE
"366",0.304495823092577,2322.63,NA,-63.5,-3.5,TRUE
"367",0.354909001564493,2345.47,NA,-63.5,-3,TRUE
"368",0.321022407295778,2400.79,NA,-63.5,-2.5,TRUE
"369",0.317187674840291,2502.72,NA,-63.5,-2,TRUE
"370",0.323468617800265,2619.2,NA,-63.5,-1.5,TRUE
"371",0.315017700195312,2670.05,NA,-63.5,-1,TRUE
"372",0.228075040014167,2650.85,1.05394291877747,-63.5,-0.5,TRUE
"373",0.237278523498308,2598.87,NA,-63.5,0,TRUE
"374",0.205670894820833,2530.66,NA,-63.5,0.5,TRUE
"375",0.292685674437394,2463.44,NA,-63.5,1,TRUE
"376",0.319121840666098,2437.91,NA,-63.5,1.5,TRUE
"377",0.277127331495285,2483.67,NA,-63.5,2,TRUE
"378",0.321399047456939,2567.48,NA,-63.5,2.5,TRUE
"379",0.305341538928804,2499.23,NA,-63.5,3,TRUE
"380",0.238022766113281,2388.05,NA,-63.5,3.5,TRUE
"381",0.334050807324085,1474.05,NA,-63,-12.5,TRUE
"382",0.318273801652212,1553.32,0.453114718198776,-63,-12,TRUE
"383",0.30808961391449,1686.92,0.0137693528085947,-63,-11.5,TRUE
"384",0.321578943276707,1747.55,0.00931677874177694,-63,-11,TRUE
"385",0.197340088051583,1694.24,0.0498292818665504,-63,-10.5,TRUE
"386",0.233748153213542,1672.76,0.0651833266019821,-63,-10,TRUE
"387",0.287675546604407,1655.44,-0.0764856487512589,-63,-9.5,TRUE
"388",0.315723943629644,1418.86,-0.117912009358406,-63,-9,TRUE
"389",0.318236151195708,1503.73,NA,-63,-8.5,TRUE
"390",0.2967502217774,1837.11,NA,-63,-8,TRUE
"391",0.249916567946925,2065.88,NA,-63,-7.5,TRUE
"392",0.14759349822998,2192.81,NA,-63,-6.5,TRUE
"393",0.280900186108005,2327.98,NA,-63,-6,TRUE
"394",0.290121759687151,2566.73,NA,-63,-5.5,TRUE
"395",0.309007272266206,2593.25,NA,-63,-5,TRUE
"396",0.314181682675384,2546.14,NA,-63,-4.5,TRUE
"397",0.329228067398071,2480.36,0.00879897270351648,-63,-4,TRUE
"398",0.28593471315172,2438.92,NA,-63,-3.5,TRUE
"399",0.301420419112496,2436.48,0.278844803571701,-63,-3,TRUE
"400",0.324074638081107,2487.05,NA,-63,-2.5,TRUE
"401",0.317517345822708,2616.57,NA,-63,-2,TRUE
"402",0.304453279554229,2602.58,NA,-63,-1.5,TRUE
"403",0.267656222904954,2575.73,-0.000478437374113128,-63,-1,TRUE
"404",0.190896864498363,2511.13,NA,-63,-0.5,TRUE
"405",0.203865051269531,2427.12,NA,-63,0,TRUE
"406",0.216728274027507,2325.95,NA,-63,0.5,TRUE
"407",0.276849022830825,2229.84,NA,-63,1,TRUE
"408",0.261228614383274,2216.67,NA,-63,1.5,TRUE
"409",0.33450174331665,2367.97,NA,-63,2,TRUE
"410",0.237964468182258,2584.32,NA,-63,2.5,TRUE
"411",0.336713093977708,2681.46,0.362143635749817,-63,3,TRUE
"412",0.355453948179881,2653.57,NA,-63,3.5,TRUE
"413",0.219689732891018,1492.39,NA,-62.5,-13,TRUE
"414",0.263161422169141,1478,0.13850049674511,-62.5,-12.5,TRUE
"415",0.309459096160383,1576.29,NA,-62.5,-12,TRUE
