"","lon","lat","cor_sif_prec","p_value_sif_prec"
"249",-37,-5.5,0.771893323657054,0.0721144856013079
"250",-36.5,-9.5,0.634783992796008,0.0908623125825114
"251",-36.5,-7.5,0.846784519299567,0.00799022431621282
"252",-36.5,-7,0.955952331013259,0.000206656898851587
"253",-36.5,-6.5,0.713629884388015,0.0468237972960902
"254",-36,-9,0.892398300205493,0.00286862479541254
"255",-36,-8.5,0.807955877245258,0.0152544963579091
"256",-36,-8,0.840364662211511,0.00899138403284717
"257",-36,-7.5,0.768538784455361,0.0258684217364917
"258",-36,-7,0.646411517367731,0.0832824585922589
"259",-36,-6.5,0.845120445323023,0.00824253008924828
"260",-36,-6,0.668384234845491,0.0699977864108493
"261",-36,-5.5,0.701586815469491,0.0524532485251857
"262",-35.5,-7,0.705493057209094,0.0505851511006338
"263",-35.5,-6,0.843929891028583,0.016960605939648
"264",-35.5,-5.5,0.904343253666349,0.00203421541098735
