"","sif_mean","prec_tot","c.NA..0.0370583422482014..NA...0.000374449853552505..0.0797383338212967..","lon","lat","optional"
"258",0.370001956394741,1736.53,NA,-65.5,-9,TRUE
"259",0.310742672751932,1674.56,NA,-65.5,-8.5,TRUE
"260",0.326552000202116,1544.28,NA,-65.5,-8,TRUE
"261",0.307278919219971,1452.54,NA,-65.5,-7.5,TRUE
"262",0.329761595339388,1466.47,NA,-65.5,-7,TRUE
"263",0.236492693424225,1653.63,NA,-65.5,-6.5,TRUE
"264",0.269274393717448,2057.58,NA,-65.5,-6,TRUE
"265",0.274436105941904,2545.42,NA,-65.5,-5.5,TRUE
"266",0.295111506491779,2949.79,NA,-65.5,-5,TRUE
"267",0.313886549349776,3194.66,-0.154427140951157,-65.5,-4.5,TRUE
"268",0.305649133647686,3274.72,NA,-65.5,-4,TRUE
"269",0.301052476993944,3172.4,-0.195218458771706,-65.5,-3.5,TRUE
"270",0.266431979643993,2917.85,-0.227994874119759,-65.5,-3,TRUE
"271",0.246360818545024,2682.1,NA,-65.5,-2.5,TRUE
"272",0.265998326815092,2672.31,NA,-65.5,-2,TRUE
"273",0.305895396641323,2769.6,NA,-65.5,-1.5,TRUE
"274",0.286825239970422,2937.35,NA,-65.5,-1,TRUE
"275",0.278874732123481,3126.34,NA,-65.5,-0.5,TRUE
"276",0.247758663061893,3321.46,0.466878712177277,-65.5,0,TRUE
"277",0.323686003684998,3546.72,NA,-65.5,0.5,TRUE
"278",0.316249370574951,1260.56,NA,-65,-11.5,TRUE
"279",0.403095126152039,1446.97,NA,-65,-11,TRUE
"280",0.334090310700086,1583.17,NA,-65,-10.5,TRUE
"281",0.301802816845122,1680.16,NA,-65,-10,TRUE
"282",0.281982040405273,1714.34,NA,-65,-9.5,TRUE
"283",0.320210814476013,1696.35,NA,-65,-9,TRUE
"284",0.295922731098376,1601.94,NA,-65,-8.5,TRUE
"285",0.281594944332535,1446.7,NA,-65,-8,TRUE
"286",0.291954713709214,1366.65,NA,-65,-7.5,TRUE
"287",0.297694062602082,1362.18,-0.000330954964738339,-65,-7,TRUE
