"","sif_mean","prec_tot","c.NA..0.000869072915520519..NA..0.000119277683552355..0.00434034736827016..","lon","lat","optional"
"172",0.306222435568466,1795.48,NA,-67.5,-6.5,TRUE
"173",0.281769943237305,1934.83,NA,-67.5,-6,TRUE
"174",0.312814533517584,2136.17,NA,-67.5,-5.5,TRUE
"175",0.294334631172016,2308.7,0.00426022242754698,-67.5,-5,TRUE
"176",0.261636284419468,2301.18,NA,-67.5,-4.5,TRUE
"177",0.30021111452603,2157.78,NA,-67.5,-4,TRUE
"178",0.291942707721028,2125.42,NA,-67.5,-3.5,TRUE
"179",0.314715073608897,1943.77,NA,-67.5,-3,TRUE
"180",0.304191968774283,1902.77,NA,-67.5,-2.5,TRUE
"181",0.295909395217895,2072.46,NA,-67.5,-2,TRUE
"182",0.246894122472878,2368.92,NA,-67.5,-1.5,TRUE
"183",0.259198085681812,2643.72,NA,-67.5,-1,TRUE
"184",0.26010885445968,2914,NA,-67.5,0,TRUE
"185",0.275022725153236,2949.24,NA,-67.5,0.5,TRUE
"186",0.290474986702306,2955.23,NA,-67.5,1,TRUE
"187",0.295459803803873,2926.23,NA,-67.5,1.5,TRUE
"188",0.313479148640352,2837.55,NA,-67.5,2,TRUE
"189",0.307859967394573,1497.32,NA,-67,-9.5,TRUE
"190",0.279773248208536,1388.22,NA,-67,-9,TRUE
"191",0.282755971744361,1393.69,NA,-67,-8.5,TRUE
"192",0.328663044787468,1447.66,NA,-67,-8,TRUE
"193",0.319999600401019,1520.46,NA,-67,-7.5,TRUE
"194",0.293159821937824,1592.7,NA,-67,-7,TRUE
"195",0.294173250916184,1658.73,NA,-67,-6.5,TRUE
"196",0.298256776493448,1742.38,NA,-67,-6,TRUE
"197",0.302729906275115,1863.85,NA,-67,-5.5,TRUE
"198",0.304024461197526,1953.17,NA,-67,-5,TRUE
"199",0.295896138664483,1939.33,NA,-67,-4.5,TRUE
"200",0.2646410209792,1862.23,NA,-67,-4,TRUE
"201",0.262661236210873,1761.9,NA,-67,-3.5,TRUE
"202",0.320515441894531,1704.91,NA,-67,-3,TRUE
"203",0.351056696573893,1848.47,NA,-67,-2,TRUE
"204",0.3010573387146,2140.24,NA,-67,-1.5,TRUE
"205",0.280711215251201,2484.11,NA,-67,-1,TRUE
"206",0.257031083505688,2741.11,NA,-67,-0.5,TRUE
"207",0.300392646538584,2859.95,-0.000396953837480396,-67,0,TRUE
"208",0.279754022552385,2894.13,NA,-67,0.5,TRUE
"209",0.293186300154421,2895.59,NA,-67,1,TRUE
"210",0.286747652456301,1391.24,NA,-66.5,-9.5,TRUE
"211",0.31339870272456,1350.31,NA,-66.5,-9,TRUE
"212",0.317668039199204,1367.25,NA,-66.5,-8.5,TRUE
"213",0.321468602909761,1395.43,NA,-66.5,-8,TRUE
"214",0.309438681548169,1482.19,NA,-66.5,-7.5,TRUE
"215",0.298297726949056,1582.62,NA,-66.5,-7,TRUE
"216",0.284822246696376,1657.05,NA,-66.5,-6.5,TRUE
"217",0.253807271228117,1720.17,NA,-66.5,-6,TRUE
"218",0.258096553661205,1811.26,NA,-66.5,-5.5,TRUE
"219",0.265840090238131,1963.89,NA,-66.5,-4.5,TRUE
"220",0.30364449818929,1896.09,NA,-66.5,-4,TRUE
"221",0.334004241299916,1814.63,0.00170486804563552,-66.5,-3.5,TRUE
"222",0.334001079438225,1723.89,NA,-66.5,-3,TRUE
"223",0.296388654147877,1709.4,-0.000667569693177938,-66.5,-2.5,TRUE
"224",0.281947685010505,1881.21,NA,-66.5,-2,TRUE
"225",0.283018547500973,2158.15,NA,-66.5,-1.5,TRUE
"226",0.290770733770136,2460.77,NA,-66.5,-1,TRUE
"227",0.294102490828341,2704.73,NA,-66.5,-0.5,TRUE
"228",0.316740653453729,2841.49,NA,-66.5,0,TRUE
"229",0.280320106668675,2884.02,NA,-66.5,0.5,TRUE
"230",0.278120137643123,1391.24,NA,-66,-9.5,TRUE
"231",0.328514509111921,1350.31,NA,-66,-9,TRUE
"232",0.282490490439409,1367.25,NA,-66,-8.5,TRUE
"233",0.252939048566316,1395.43,0.029199467971921,-66,-8,TRUE
"234",0.250991662343343,1582.62,NA,-66,-7,TRUE
"235",0.314090267304451,1657.05,NA,-66,-6.5,TRUE
"236",0.287198180582986,1720.17,NA,-66,-6,TRUE
"237",0.293294134140015,1811.26,NA,-66,-5.5,TRUE
"238",0.297900950467145,1928.07,NA,-66,-5,TRUE
"239",0.300120577754745,1963.89,NA,-66,-4.5,TRUE
"240",0.305167893655436,1896.09,NA,-66,-4,TRUE
"241",0.31753834425801,1814.63,NA,-66,-3.5,TRUE
"242",0.320509145426196,1723.89,NA,-66,-3,TRUE
"243",0.324991797049746,1709.4,NA,-66,-2.5,TRUE
"244",0.310095804594296,1881.21,NA,-66,-2,TRUE
"245",0.260612793183059,2158.15,NA,-66,-1.5,TRUE
"246",0.258332561900598,2460.77,NA,-66,-1,TRUE
"247",0.20878357357449,2704.73,NA,-66,-0.5,TRUE
"248",0.271641632606243,2841.49,NA,-66,0,TRUE
"249",0.286465546795141,2884.02,NA,-66,0.5,TRUE
"250",0.466109752655029,1239.9,NA,-65.5,-9.5,TRUE
"251",0.313975264044369,1248.22,NA,-65.5,-9,TRUE
"252",0.390004517375559,1368.6,NA,-65.5,-8.5,TRUE
"253",0.281271856125087,1518.56,NA,-65.5,-8,TRUE
"254",0.285608092507163,1628.21,NA,-65.5,-7.5,TRUE
"255",0.292817038874472,1681.37,NA,-65.5,-7,TRUE
"256",0.298000840913682,1703.54,NA,-65.5,-6.5,TRUE
"257",0.31159791199293,1742.84,NA,-65.5,-6,TRUE
"258",0.298409201611595,1861.16,NA,-65.5,-5.5,TRUE
"259",0.28899359961902,2014.57,NA,-65.5,-5,TRUE
"260",0.289674482878691,2088.11,0.00272978888824582,-65.5,-4.5,TRUE
"261",0.256897069003484,2059.11,NA,-65.5,-4,TRUE
"262",0.261432903082301,1996.35,0.00108308356720954,-65.5,-3.5,TRUE
"263",0.285792118794209,1911.26,0.00329772080294788,-65.5,-3,TRUE
"264",0.322056045532227,1802.45,NA,-65.5,-2.5,TRUE
"265",0.284619727501502,1814.16,NA,-65.5,-2,TRUE
"266",0.313400285384234,1935.73,NA,-65.5,-1.5,TRUE
"267",0.259727779187654,2198.31,NA,-65.5,-1,TRUE
"268",0.286760676990856,2495.15,NA,-65.5,-0.5,TRUE
"269",0.331926393508911,2691.73,0.0104002626612782,-65.5,0,TRUE
"270",0.29684520761172,2774.81,NA,-65.5,0.5,TRUE
"271",0.300077056884766,1176.47,NA,-65,-11.5,TRUE
"272",0.36453435612821,1171.37,NA,-65,-11,TRUE
"273",0.352892100156009,1146.27,NA,-65,-10.5,TRUE
"274",0.286471174668896,1112.27,NA,-65,-10,TRUE
"275",0.299355774709623,1090.32,NA,-65,-9.5,TRUE
"276",0.312059685990617,1126.7,NA,-65,-9,TRUE
"277",0.308382167513408,1264.94,NA,-65,-8.5,TRUE
"278",0.308007131056352,1460.02,NA,-65,-8,TRUE
"279",0.297730569715624,1620.97,NA,-65,-7.5,TRUE
"280",0.297708206342374,1653.1,NA,-65,-7,TRUE
"281",0.28110604663547,1684.06,NA,-65,-6.5,TRUE
"282",0.267824277877808,1714.68,0.00896455626934767,-65,-6,TRUE
"283",0.26513949963225,1798.42,NA,-65,-5.5,TRUE
"284",0.269195605968607,2070.59,NA,-65,-4.5,TRUE
"285",0.25999604914177,2134.68,NA,-65,-4,TRUE
"286",0.299561616942638,2152.53,NA,-65,-3.5,TRUE
"287",0.314227466997893,2114.48,0.000818856293335557,-65,-3,TRUE
"288",0.28112365050637,2034.88,0.00140872423071414,-65,-2.5,TRUE
"289",0.296233464213251,1879.36,NA,-65,-2,TRUE
"290",0.305970423361834,1715.91,NA,-65,-1.5,TRUE
"291",0.32169133929883,1728.79,NA,-65,-1,TRUE
"292",0.300954938286525,1890.65,NA,-65,-0.5,TRUE
"293",0.301058921483484,2090.6,NA,-65,0,TRUE
"294",0.347377951375119,2257.84,NA,-65,0.5,TRUE
"295",0.312949612792512,2407.63,NA,-65,1,TRUE
"296",0.359220223426819,1180.24,NA,-64.5,-12,TRUE
"297",0.360661108662763,1123.34,NA,-64.5,-11.5,TRUE
"298",0.345507834678472,1206.65,-0.000512083119247109,-64.5,-11,TRUE
"299",0.315926143380462,1160.07,NA,-64.5,-10.5,TRUE
"300",0.307994753782647,1089.82,0.0177455209195614,-64.5,-10,TRUE
"301",0.263886123895645,1057.71,NA,-64.5,-9.5,TRUE
"302",0.259862144212216,1106.35,0.0454005897045135,-64.5,-9,TRUE
"303",0.258359521122302,1210.6,NA,-64.5,-8.5,TRUE
"304",0.229544080869116,1358.62,NA,-64.5,-8,TRUE
"305",0.335571777529833,1610.6,NA,-64.5,-7,TRUE
"306",0.297911101121169,1689.42,NA,-64.5,-6.5,TRUE
"307",0.275646435438529,1715.75,NA,-64.5,-6,TRUE
"308",0.27029968443371,1808.99,NA,-64.5,-5.5,TRUE
"309",0.289679982173393,1933.25,NA,-64.5,-5,TRUE
"310",0.276269123472016,2018.02,NA,-64.5,-4.5,TRUE
"311",0.319661177324327,2080.71,0.000490993203129619,-64.5,-4,TRUE
"312",0.31829247316478,2135.29,NA,-64.5,-3.5,TRUE
"313",0.296000520471242,2162.48,NA,-64.5,-3,TRUE
"314",0.317397394524999,2099.44,NA,-64.5,-2.5,TRUE
"315",0.310407130930223,1922.32,NA,-64.5,-2,TRUE
"316",0.306599544087646,1755.01,NA,-64.5,-1.5,TRUE
"317",0.275658882897476,1723.45,NA,-64.5,-1,TRUE
"318",0.288231395539783,1840.34,NA,-64.5,-0.5,TRUE
"319",0.278642866346571,1952.58,NA,-64.5,0,TRUE
"320",0.23095376867997,2006.38,NA,-64.5,0.5,TRUE
"321",0.34671224173853,2015.16,NA,-64.5,1,TRUE
"322",0.343280921526403,1450.28,NA,-64.5,4,TRUE
"323",0.290186278755331,1177.95,NA,-64,-12.5,TRUE
"324",0.287711637029388,1129.09,-0.000252434896538034,-64,-12,TRUE
"325",0.285069418052626,1052.87,NA,-64,-11.5,TRUE
"326",0.280666891880299,985.14,NA,-64,-11,TRUE
"327",0.2257230789935,988.39,0.00361334159970284,-64,-10.5,TRUE
"328",0.514890670776367,989.86,0.000395747483707964,-64,-10,TRUE
"329",0.28250687122345,1044.9,NA,-64,-9,TRUE
"330",0.294528062678566,1105.46,0.069926880300045,-64,-8.5,TRUE
"331",0.304270772208944,1195.03,NA,-64,-8,TRUE
"332",0.319956002028092,1304.98,NA,-64,-7.5,TRUE
"333",0.28346885276946,1414.49,0.0015692439628765,-64,-7,TRUE
"334",0.307301719100387,1503.28,NA,-64,-6.5,TRUE
"335",0.282072561127799,1607.24,NA,-64,-6,TRUE
"336",0.311559092815908,1685.31,NA,-64,-5.5,TRUE
"337",0.306023287619314,1758.63,NA,-64,-5,TRUE
"338",0.26012503856749,1820.88,0.00366046070121229,-64,-4.5,TRUE
"339",0.30570561910413,1887.43,NA,-64,-4,TRUE
"340",0.239438676530389,1952.02,NA,-64,-3.5,TRUE
"341",0.311850388844808,1955.74,NA,-64,-3,TRUE
"342",0.324976444244385,1806.99,NA,-64,-2.5,TRUE
"343",0.353011804468492,1605.31,NA,-64,-2,TRUE
"344",0.276273508329649,1483.56,NA,-64,-1.5,TRUE
"345",0.302243328094482,1519.64,NA,-64,-1,TRUE
"346",0.287916645859227,1598.31,NA,-64,-0.5,TRUE
"347",0.330987112862723,1631.07,NA,-64,0,TRUE
"348",0.271995921711345,1614.2,NA,-64,0.5,TRUE
"349",0.321301546063803,1580.52,NA,-64,1,TRUE
"350",0.375544208192649,1558.83,NA,-64,1.5,TRUE
"351",0.336444073546865,1298.87,NA,-64,2.5,TRUE
"352",0.238585758464905,1099.89,NA,-64,3,TRUE
"353",0.355908013572378,914.93,NA,-64,3.5,TRUE
"354",0.156836032867432,1177.95,NA,-63.5,-12.5,TRUE
"355",0.322397740681966,1052.87,0.00639899028465152,-63.5,-11.5,TRUE
"356",0.401770302743623,985.14,NA,-63.5,-11,TRUE
"357",0.335611234108607,988.39,NA,-63.5,-10.5,TRUE
"358",0.297699435551961,989.86,0.00813384540379047,-63.5,-10,TRUE
"359",0.338886717532543,1008.45,0.00586825516074896,-63.5,-9.5,TRUE
"360",0.186557246579064,1044.9,NA,-63.5,-9,TRUE
"361",0.264207345725846,1105.46,0.0151030076667666,-63.5,-8.5,TRUE
"362",0.298769747624632,1195.03,NA,-63.5,-8,TRUE
"363",0.28502234958467,1304.98,NA,-63.5,-7.5,TRUE
"364",0.278804692767915,1414.49,NA,-63.5,-7,TRUE
"365",0.281723430165571,1503.28,NA,-63.5,-6.5,TRUE
"366",0.263574743845377,1607.24,NA,-63.5,-6,TRUE
"367",0.303997589991643,1685.31,NA,-63.5,-5.5,TRUE
"368",0.275486350059509,1758.63,NA,-63.5,-5,TRUE
"369",0.0859344706815832,1887.43,NA,-63.5,-4,TRUE
"370",0.215818103991057,1952.02,NA,-63.5,-3.5,TRUE
"371",0.335941926638285,1955.74,NA,-63.5,-3,TRUE
"372",0.291396979627938,1806.99,NA,-63.5,-2.5,TRUE
"373",0.322653089250837,1605.31,NA,-63.5,-2,TRUE
"374",0.332289533097615,1483.56,NA,-63.5,-1.5,TRUE
"375",0.31494359776344,1519.64,NA,-63.5,-1,TRUE
"376",0.289090131609972,1598.31,0.00570413563400507,-63.5,-0.5,TRUE
"377",0.255032705882239,1631.07,NA,-63.5,0,TRUE
"378",0.2284264380102,1614.2,NA,-63.5,0.5,TRUE
"379",0.246696222175672,1580.52,NA,-63.5,1,TRUE
"380",0.356299865813482,1558.83,NA,-63.5,1.5,TRUE
"381",0.351886207992966,1454.35,NA,-63.5,2,TRUE
"382",0.287863186427525,1298.87,NA,-63.5,2.5,TRUE
"383",0.310555034213596,1099.89,NA,-63.5,3,TRUE
"384",0.22192751686528,914.93,NA,-63.5,3.5,TRUE
"385",0.32854684193929,1102.45,NA,-63,-12.5,TRUE
"386",0.323404558773699,1037.96,-0.00443230383098125,-63,-12,TRUE
"387",0.310009543960159,991.46,0.00606932071968913,-63,-11.5,TRUE
"388",0.312979204314096,968.06,0.00329618179239333,-63,-11,TRUE
"389",0.269044067038864,973.5,0.00796621385961771,-63,-10.5,TRUE
"390",0.270975973899627,984.98,0.014970064163208,-63,-10,TRUE
"391",0.278911407374822,996.31,0.0106705008074641,-63,-9.5,TRUE
"392",0.311249998778722,1028.66,-0.000232631646213122,-63,-9,TRUE
"393",0.297782154310317,1088.38,NA,-63,-8.5,TRUE
"394",0.26478447058262,1164.42,NA,-63,-8,TRUE
"395",0.416162490844727,1258.55,NA,-63,-7.5,TRUE
"396",0.337662322180612,1482.31,NA,-63,-6.5,TRUE
"397",0.250191211700439,1592.06,NA,-63,-6,TRUE
"398",0.300110499064128,1751.43,NA,-63,-5.5,TRUE
"399",0.33019903431768,1786.11,NA,-63,-5,TRUE
"400",0.198439200719198,1820.25,NA,-63,-4.5,TRUE
"401",0.262276808420817,1850.86,-0.000354775198502466,-63,-4,TRUE
"402",0.265516639555861,1853.76,NA,-63,-3.5,TRUE
"403",0.315261441719632,1772.18,0.000956595817115158,-63,-3,TRUE
"404",0.328770474340185,1554.73,NA,-63,-2.5,TRUE
"405",0.333376114542891,1335.87,NA,-63,-2,TRUE
"406",0.340767612398224,1321.37,NA,-63,-1.5,TRUE
"407",0.295087254777247,1455.69,NA,-63,-1,TRUE
"408",0.255922537583571,1557.16,NA,-63,-0.5,TRUE
"409",0.244912540211397,1566.78,NA,-63,0,TRUE
"410",0.2145376626183,1517.85,NA,-63,0.5,TRUE
"411",0.319991181113503,1457.35,NA,-63,1,TRUE
"412",0.420887470245361,1385.32,NA,-63,1.5,TRUE
"413",0.348915100097656,1142.84,NA,-63,2,TRUE
"414",0.342931666777502,964.49,NA,-63,2.5,TRUE
"415",0.333901701094229,807.56,0.0327450968325138,-63,3,TRUE
"416",0.33670513520021,671.48,NA,-63,3.5,TRUE
"417",0.257622933855244,1161.61,NA,-62.5,-13,TRUE
"418",0.290532535481676,1123.33,0.0234097931534052,-62.5,-12.5,TRUE
"419",0.321978438208639,1036.35,NA,-62.5,-12,TRUE
"420",0.289446600986393,970,0.00910101644694805,-62.5,-11.5,TRUE
"421",0.250302335426165,955.13,0.00447150925174356,-62.5,-11,TRUE
"422",0.293102722167969,973.06,0.0110316788777709,-62.5,-10.5,TRUE
