"","lon","lat","city_ref","anomalie","class_anomalie","class_nova"
"1",-73.436212623797,-7.50637570685889,"Mâncio Lima",-0.0315584854208588,"Removal","< 0"
"2",-73.2237996935056,-7.84388048443167,"Rodrigues Alves",-0.00805855193071546,"Removal","< 0"
"3",-72.8445879498086,-7.22978092952451,"Guajará",-0.021660597157045,"Removal","< 0"
"4",-72.769501,-7.59991,"Cruzeiro Do Sul",0.00317161722553868,"Emission","< 1"
"5",-72.7553304218677,-7.9725286397621,"Cruzeiro Do Sul",0.00317588946954663,"Emission","< 1"
"6",-72.7349135140501,-8.49244909146235,"Porto Walter",-0.0556108324516585,"Removal","< 0"
"7",-72.5593640255015,-9.09688649135233,"Marechal Thaumaturgo",0.002745500528373,"Emission","< 1"
"8",-71.9058207693425,-9.24226548573283,"Jordão",-0.0342033639140345,"Removal","< 0"
"9",-71.7407247801727,-5.71061130978623,"Atalaia Do Norte",0.191518686934967,"Emission","< 1"
"10",-71.4449915259482,-8.23946595661596,"Tarauacá",0.171481708518105,"Emission","< 1"
"11",-71.4128668677446,-7.18051157923575,"Ipixuna",0.0364792816895239,"Emission","< 1"
"12",-70.7444757427875,-8.92429348856395,"Feijó",-0.158317605972009,"Removal","< 0"
"13",-70.3964080617679,-9.41234936079402,"Santa Rosa Do Purus",0.0211074060880302,"Emission","< 1"
"14",-70.2768377851722,-5.42842836610177,"Benjamin Constant",0.0799106679353352,"Emission","< 1"
"15",-70.218248152793,-7.02199804721698,"Eirunepé",0.0403473138773596,"Emission","< 1"
"16",-70.0550858891606,-7.57330419046941,"Envira",0.0927443221597766,"Emission","< 1"
"17",-70.0061515758409,-10.780268510515,"Assis Brasil",-0.0437065647218933,"Removal","< 0"
"18",-69.9428,-4.2339,"Tabatinga",-0.000221122637526016,"Removal","< 0"
"19",-69.935799,-4.25567,"Tabatinga",0.00449771544232735,"Emission","< 1"
"20",-69.8557015662941,-9.38328008246644,"Manoel Urbano",-0.104116881462163,"Removal","< 0"
"21",-69.6756879652419,-4.0288289219263,"Tabatinga",-0.00289366997755299,"Removal","< 0"
"22",-69.4511185863739,-4.50143648494653,"São Paulo De Olivença",0.115364129029943,"Emission","< 1"
"23",-69.3830075269298,-9.77220173684327,"Sena Madureira",-0.272601841047397,"Removal","< 0"
"24",-69.2065513599838,-10.7495372422272,"Brasiléia",-0.0167853266167788,"Removal","< 0"
"25",-69.0872585282825,-3.05237276981368,"Santo Antônio Do Içá",0.129959091850201,"Emission","< 1"
"26",-68.6182824581683,-10.8891209528503,"Epitaciolândia",-0.00192325066894249,"Removal","< 0"
"27",-68.5044408136186,-10.5755718755675,"Xapuri",-0.0569145788211945,"Removal","< 0"
"28",-68.4063044801014,-4.71529084220981,"Jutaí",0.0768744655723786,"Emission","< 1"
"29",-68.3710619510093,-10.0661349491742,"Rio Branco",-0.181827482471343,"Removal","< 0"
"30",-68.3166919207107,-1.69970336927077,"Japurá",0.220989523699782,"Emission","< 1"
"31",-68.2864994699081,-3.41843342830083,"Amaturá",0.0261234099208039,"Emission","< 1"
"32",-68.1971409475066,-7.75780543969732,"Pauini",0.272440601302512,"Emission","< 1"
"33",-68.1737108690377,-9.61409487407495,"Bujari",-0.0806253228248247,"Removal","< 0"
"34",-68.1128412174588,-6.68282224110506,"Itamarati",0.117425832064696,"Emission","< 1"
"35",-68.0476335877583,-8.77315466766972,"Boca Do Acre",0.402516078206783,"Emission","< 1"
"36",-68.0017764798898,0.365586186993581,"São Gabriel Da Cachoeira",0.11202638625689,"Emission","< 1"
