"","lon","lat","city_ref","anomalie","class_anomalie","class_nova"
"1",-73.436212623797,-7.50637570685889,"Mâncio Lima",0.115694759539835,"Emission","< 1"
"2",-73.2237996935056,-7.84388048443167,"Rodrigues Alves",0.00832943121992203,"Emission","< 1"
"3",-72.8445879498086,-7.22978092952451,"Guajará",0.101850006723432,"Emission","< 1"
"4",-72.769501,-7.59991,"Cruzeiro Do Sul",0.00423477663869496,"Emission","< 1"
"5",-72.7553304218677,-7.9725286397621,"Cruzeiro Do Sul",0.0589251602144015,"Emission","< 1"
"6",-72.7349135140501,-8.49244909146235,"Porto Walter",-0.0129278733232645,"Removal","< 0"
"7",-72.5593640255015,-9.09688649135233,"Marechal Thaumaturgo",-0.0821961534313333,"Removal","< 0"
"8",-71.9058207693425,-9.24226548573283,"Jordão",-0.0118015447613235,"Removal","< 0"
"9",-71.7407247801727,-5.71061130978623,"Atalaia Do Norte",-0.199338263858537,"Removal","< 0"
"10",-71.4449915259482,-8.23946595661596,"Tarauacá",-0.136928656399448,"Removal","< 0"
"11",-71.4128668677446,-7.18051157923575,"Ipixuna",0.249172869115905,"Emission","< 1"
"12",-70.7444757427875,-8.92429348856395,"Feijó",0.299885545281422,"Emission","< 1"
"13",-70.3964080617679,-9.41234936079402,"Santa Rosa Do Purus",0.0117224620546798,"Emission","< 1"
"14",-70.2768377851722,-5.42842836610177,"Benjamin Constant",0.0706313457809676,"Emission","< 1"
"15",-70.218248152793,-7.02199804721698,"Eirunepé",0.072720161406252,"Emission","< 1"
"16",-70.0550858891606,-7.57330419046941,"Envira",0.0186178716010708,"Emission","< 1"
"17",-70.0061515758409,-10.780268510515,"Assis Brasil",0.0116996352378027,"Emission","< 1"
"18",-69.9428,-4.2339,"Tabatinga",-0.000191559330453581,"Removal","< 0"
"19",-69.935799,-4.25567,"Tabatinga",0.00432424125463981,"Emission","< 1"
"20",-69.8797988891602,-6.63953018188477,"Eirunepé",3.02366285575981e-05,"Emission","< 1"
"21",-69.8557015662941,-9.38328008246644,"Manoel Urbano",0.076076385746656,"Emission","< 1"
"22",-69.6756879652419,-4.0288289219263,"Tabatinga",-0.00515590382824697,"Removal","< 0"
"23",-69.4511185863739,-4.50143648494653,"São Paulo De Olivença",0.05739953357862,"Emission","< 1"
"24",-69.3830075269298,-9.77220173684327,"Sena Madureira",0.0828880406769432,"Emission","< 1"
"25",-69.2065513599838,-10.7495372422272,"Brasiléia",0.03571644249869,"Emission","< 1"
"26",-69.0872585282825,-3.05237276981368,"Santo Antônio Do Içá",0.120005728054054,"Emission","< 1"
"27",-68.6182824581683,-10.8891209528503,"Epitaciolândia",0.0393238758101682,"Emission","< 1"
"28",-68.5044408136186,-10.5755718755675,"Xapuri",0.0754972728724539,"Emission","< 1"
"29",-68.4063044801014,-4.71529084220981,"Jutaí",0.442426230114966,"Emission","< 1"
"30",-68.3710619510093,-10.0661349491742,"Rio Branco",0.125540273903929,"Emission","< 1"
"31",-68.3166919207107,-1.69970336927077,"Japurá",-0.0615991504063631,"Removal","< 0"
"32",-68.2864994699081,-3.41843342830083,"Amaturá",-0.0918854954441263,"Removal","< 0"
"33",-68.1971409475066,-7.75780543969732,"Pauini",0.114223782693282,"Emission","< 1"
"34",-68.1737108690377,-9.61409487407495,"Bujari",0.0490195711372464,"Emission","< 1"
"35",-68.1128412174588,-6.68282224110506,"Itamarati",-0.114804751739451,"Removal","< 0"
"36",-68.0476335877583,-8.77315466766972,"Boca Do Acre",0.0814634418639402,"Emission","< 1"
"37",-68.0017764798898,0.365586186993581,"São Gabriel Da Cachoeira",0.834530836241318,"Emission","< 1"
"38",-67.893984,-9.869031,"Rio Branco",0.0321979651314829,"Emission","< 1"
"39",-67.8364698182792,-10.4734240655898,"Capixaba",0.0351923581234952,"Emission","< 1"
"40",-67.83,-9.947,"Rio Branco",0.000224843904911794,"Emission","< 1"
"41",-67.8260494656625,-2.69180916604253,"Japurá",-0.00694302118665237,"Removal","< 0"
"42",-67.791,-9.931,"Rio Branco",0.00696439154000965,"Emission","< 1"
"43",-67.786,-9.964,"Rio Branco",0.00312925686910039,"Emission","< 1"
"44",-67.768,-10.034,"Rio Branco",0.00144714474378368,"Emission","< 1"
"45",-67.6984871061968,-9.62947370630415,"Porto Acre",0.0719949594820055,"Emission","< 1"
"46",-67.4275936314969,-9.99722089624224,"Senador Guiomard",0.0148226489468364,"Emission","< 1"
"47",-67.3401303333523,-10.2485083732382,"Plácido De Castro",0.0280549280176806,"Emission","< 1"
"48",-67.3374716381014,-5.1185164885162,"Carauari",-0.0315944682142712,"Removal","< 0"
"49",-66.9855,-0.14835,"São Gabriel Da Cachoeira",9.14486347121116e-05,"Emission","< 1"
"50",-66.9501921701075,-9.93357329811221,"Acrelândia",0.0201560254624869,"Emission","< 1"
"51",-66.897552,-4.871473,"Carauari",9.1952899986214e-05,"Emission","< 1"
"52",-66.3579242156695,-2.49098554027089,"Fonte Boa",-0.0802612240282199,"Removal","< 0"
"53",-66.3077991877054,-3.5244642076617,"Juruá",-0.234118951554649,"Removal","< 0"
"54",-65.8116628613948,-8.37560148087939,"Lábrea",0.0813508644087174,"Emission","< 1"
"55",-65.5315360442968,-4.47011066732884,"Tefé",-0.0355767841637268,"Removal","< 0"
"56",-65.5213054447365,-0.318343806838944,"Santa Isabel Do Rio Negro",0.188647977207752,"Emission","< 1"
"57",-65.4107896638204,-3.1656558635417,"Uarini",-0.107572741033246,"Removal","< 0"
"58",-65.3244466984137,-3.69468474667569,"Alvarães",-0.0482466282853533,"Removal","< 0"
"59",-65.0395512290932,-2.42682864332425,"Maraã",0.050718658416686,"Emission","< 1"
"60",-64.9557964235078,-6.09370196685332,"Tapauá",-0.670946575283701,"Removal","< 0"
"61",-64.769501,-7.27897,"Lábrea",-0.000100370169012284,"Removal","< 0"
"62",-64.724098,-3.38294,"Tefé",0.00139152489753803,"Emission","< 1"
"63",-64.7033,-3.3458,"Tefé",-0.000155973565608368,"Removal","< 0"
"64",-64.6265369340764,-10.3827186401927,"Nova Mamoré",0.263354258370486,"Emission","< 1"
"65",-64.5342086540273,-11.3044952928918,"Guajará-Mirim",0.60401691424469,"Emission","< 1"
"66",-64.3077392911091,-9.15396949952705,"Porto Velho",0.300270715469732,"Emission","< 1"
"67",-64.1253106463893,-4.43635141737092,"Coari",-0.498647338607944,"Removal","< 0"
"68",-64.0619034098736,-7.30075809991637,"Canutama",-0.0899903358542598,"Removal","< 0"
"69",-64.0583379578841,-12.1469701531867,"Costa Marques",0.143780396890754,"Emission","< 1"
"70",-63.9411627315935,-10.0521152951453,"Buritis",0.061685208204657,"Emission","< 1"
"71",-63.90242,-8.707854,"Porto Velho",0.0673537308668525,"Emission","< 1"
