"","lon","lat","city_ref","anomalie","class_anomalie","class_nova"
"1",-73.436212623797,-7.50637570685889,"Mâncio Lima",-0.0945322835072528,"Removal","< 0"
"2",-73.2237996935056,-7.84388048443167,"Rodrigues Alves",-0.0460987956156441,"Removal","< 0"
"3",-72.8445879498086,-7.22978092952451,"Guajará",-0.166394587894146,"Removal","< 0"
"4",-72.769501,-7.59991,"Cruzeiro Do Sul",0.00147968708397242,"Emission","< 1"
"5",-72.7553304218677,-7.9725286397621,"Cruzeiro Do Sul",-0.138412192233338,"Removal","< 0"
"6",-72.7349135140501,-8.49244909146235,"Porto Walter",0.0163862858082798,"Emission","< 1"
"7",-72.6721925435289,-7.62754168838947,"Cruzeiro Do Sul",0.0433174018353263,"Emission","< 1"
"8",-72.5593640255015,-9.09688649135233,"Marechal Thaumaturgo",0.00895429084379452,"Emission","< 1"
"9",-71.9058207693425,-9.24226548573283,"Jordão",-0.0416034674312022,"Removal","< 0"
"10",-71.7407247801727,-5.71061130978623,"Atalaia Do Norte",-0.110212022354371,"Removal","< 0"
"11",-71.4449915259482,-8.23946595661596,"Tarauacá",0.0663328597180823,"Emission","< 1"
"12",-71.4128668677446,-7.18051157923575,"Ipixuna",0.0181300831695529,"Emission","< 1"
"13",-70.884858095029,-8.13105339647864,"Tarauacá",0.0927213587112573,"Emission","< 1"
"14",-70.7444757427875,-8.92429348856395,"Feijó",0.117415450533448,"Emission","< 1"
"15",-70.3964080617679,-9.41234936079402,"Santa Rosa Do Purus",0.0613196527431011,"Emission","< 1"
"16",-70.2768377851722,-5.42842836610177,"Benjamin Constant",-0.0413612555860897,"Removal","< 0"
"17",-70.218248152793,-7.02199804721698,"Eirunepé",-0.0290639678603576,"Removal","< 0"
"18",-70.0550858891606,-7.57330419046941,"Envira",0.0268882693391564,"Emission","< 1"
"19",-70.0061515758409,-10.780268510515,"Assis Brasil",-0.183692720929066,"Removal","< 0"
"20",-69.935799,-4.25567,"Tabatinga",0.00460342019374041,"Emission","< 1"
"21",-69.9318013853203,-4.23264079284152,"Tabatinga",0.0172049179312065,"Emission","< 1"
"22",-69.9174580275265,-4.21965442203257,"Tabatinga",0.00613752871125727,"Emission","< 1"
"23",-69.8797988891602,-6.63953018188477,"Eirunepé",7.80200815376643e-05,"Emission","< 1"
"24",-69.8557015662941,-9.38328008246644,"Manoel Urbano",-0.00875924203961681,"Removal","< 0"
"25",-69.6756879652419,-4.0288289219263,"Tabatinga",-0.029945866679825,"Removal","< 0"
"26",-69.4511185863739,-4.50143648494653,"São Paulo De Olivença",-0.112405542439839,"Removal","< 0"
"27",-69.3830075269298,-9.77220173684327,"Sena Madureira",-0.167981041775253,"Removal","< 0"
"28",-69.2065513599838,-10.7495372422272,"Brasiléia",-0.0896577300446721,"Removal","< 0"
"29",-69.0872585282825,-3.05237276981368,"Santo Antônio Do Içá",-0.056529493302556,"Removal","< 0"
"30",-68.7511936057459,-11.0043633475452,"Brasiléia",0.0499205832272698,"Emission","< 1"
"31",-68.7448423088691,-11.0256069694303,"Epitaciolândia",0.0253856915480997,"Emission","< 1"
"32",-68.6182824581683,-10.8891209528503,"Epitaciolândia",-0.0449545633264714,"Removal","< 0"
"33",-68.5044408136186,-10.5755718755675,"Xapuri",0.123330767591986,"Emission","< 1"
"34",-68.4063044801014,-4.71529084220981,"Jutaí",-0.589985252995672,"Removal","< 0"
"35",-68.3710619510093,-10.0661349491742,"Rio Branco",0.0217964908906108,"Emission","< 1"
"36",-68.3166919207107,-1.69970336927077,"Japurá",-0.215219591389319,"Removal","< 0"
"37",-68.2864994699081,-3.41843342830083,"Amaturá",0.0461840284124556,"Emission","< 1"
"38",-68.1971409475066,-7.75780543969732,"Pauini",-0.398338028695905,"Removal","< 0"
"39",-68.1737108690377,-9.61409487407495,"Bujari",-0.0586266463979596,"Removal","< 0"
"40",-68.1128412174588,-6.68282224110506,"Itamarati",-0.378707272370921,"Removal","< 0"
"41",-68.0476335877583,-8.77315466766972,"Boca Do Acre",0.025433669773859,"Emission","< 1"
"42",-68.0017764798898,0.365586186993581,"São Gabriel Da Cachoeira",0.256331892011025,"Emission","< 1"
"43",-67.893984,-9.869031,"Rio Branco",0.0353827736204607,"Emission","< 1"
"44",-67.8364698182792,-10.4734240655898,"Capixaba",-0.0367974149177904,"Removal","< 0"
"45",-67.83,-9.947,"Rio Branco",0.000236950734818479,"Emission","< 1"
"46",-67.8260494656625,-2.69180916604253,"Japurá",0.0564977821939595,"Emission","< 1"
"47",-67.8222889307946,-9.96780369338533,"Rio Branco",0.283427411354894,"Emission","< 1"
"48",-67.791,-9.931,"Rio Branco",0.00714154752368656,"Emission","< 1"
"49",-67.786,-9.964,"Rio Branco",0.00321249175208918,"Emission","< 1"
"50",-67.768,-10.034,"Rio Branco",0.00148918529180192,"Emission","< 1"
"51",-67.6984871061968,-9.62947370630415,"Porto Acre",-0.0951952836899038,"Removal","< 0"
"52",-67.4275936314969,-9.99722089624224,"Senador Guiomard",-0.0921419212728761,"Removal","< 0"
"53",-67.3401303333523,-10.2485083732382,"Plácido De Castro",-0.0606380935435215,"Removal","< 0"
"54",-67.3374716381014,-5.1185164885162,"Carauari",0.0570767073234445,"Emission","< 1"
"55",-66.9855,-0.14835,"São Gabriel Da Cachoeira",0.00106201302331755,"Emission","< 1"
"56",-66.9501921701075,-9.93357329811221,"Acrelândia",-0.139154394267007,"Removal","< 0"
"57",-66.897552,-4.871473,"Carauari",0.000369940020682818,"Emission","< 1"
"58",-66.3579242156695,-2.49098554027089,"Fonte Boa",0.244976909771823,"Emission","< 1"
"59",-66.3077991877054,-3.5244642076617,"Juruá",0.2244379667956,"Emission","< 1"
"60",-65.8116628613948,-8.37560148087939,"Lábrea",-0.484566558292966,"Removal","< 0"
"61",-65.5315360442968,-4.47011066732884,"Tefé",-0.0830080493032859,"Removal","< 0"
"62",-65.5213054447365,-0.318343806838944,"Santa Isabel Do Rio Negro",-0.657724073393028,"Removal","< 0"
"63",-65.4107896638204,-3.1656558635417,"Uarini",0.189996770278738,"Emission","< 1"
"64",-65.3244466984137,-3.69468474667569,"Alvarães",0.0877917054883823,"Emission","< 1"
"65",-65.0395512290932,-2.42682864332425,"Maraã",0.328791241551936,"Emission","< 1"
"66",-64.9923,-0.3786,"Santa Isabel Do Rio Negro",-0.000265748642923762,"Removal","< 0"
"67",-64.9557964235078,-6.09370196685332,"Tapauá",-0.401381425151392,"Removal","< 0"
"68",-64.769501,-7.27897,"Lábrea",-0.000241978442034274,"Removal","< 0"
"69",-64.724098,-3.38294,"Tefé",0.00191628322641798,"Emission","< 1"
"70",-64.6265369340764,-10.3827186401927,"Nova Mamoré",-0.0133473610684136,"Removal","< 0"
"71",-64.5342086540273,-11.3044952928918,"Guajará-Mirim",0.304607806337509,"Emission","< 1"
"72",-64.3077392911091,-9.15396949952705,"Porto Velho",-0.652423275966777,"Removal","< 0"
"73",-64.1253106463893,-4.43635141737092,"Coari",0.0288890404605404,"Emission","< 1"
"74",-64.0619034098736,-7.30075809991637,"Canutama",-0.33527653276041,"Removal","< 0"
"75",-64.0583379578841,-12.1469701531867,"Costa Marques",0.167901546797407,"Emission","< 1"
"76",-63.9411627315935,-10.0521152951453,"Buritis",-0.080775001629866,"Removal","< 0"
"77",-63.9138,-8.7243,"Porto Velho",0.0567304787112573,"Emission","< 1"
